																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
-1.649	15.9		-1.649	20.4		-1.649	15.8		-1.649	15.4		-1.649	16.1		-1.649	15.8
-1.652	15.9		-1.652	20.4		-1.652	15.8		-1.652	15.4		-1.652	16.1		-1.652	15.8
-1.655	15.9		-1.655	20.4		-1.655	15.8		-1.655	15.4		-1.655	16.1		-1.655	15.8
-1.657	15.9		-1.657	20.4		-1.657	15.8		-1.657	15.4		-1.657	16.1		-1.657	15.8
-1.660	15.9		-1.660	20.4		-1.660	15.8		-1.660	15.4		-1.660	16.2		-1.660	15.8
-1.663	15.9		-1.663	20.4		-1.663	15.8		-1.663	15.4		-1.663	16.1		-1.663	15.8
-1.665	15.9		-1.665	20.4		-1.665	15.8		-1.665	15.4		-1.665	16.1		-1.665	15.8
-1.668	15.9		-1.668	20.4		-1.668	15.8		-1.668	15.4		-1.668	16.1		-1.668	15.8
-1.671	15.9		-1.671	20.4		-1.671	15.8		-1.671	15.4		-1.671	16.1		-1.671	15.8
-1.673	15.8		-1.673	20.4		-1.673	15.8		-1.673	15.4		-1.673	16.1		-1.673	15.8
-1.676	15.8		-1.676	20.4		-1.676	15.8		-1.676	15.4		-1.676	16.1		-1.676	15.8
-1.679	15.8		-1.679	20.4		-1.679	15.8		-1.679	15.4		-1.679	16.1		-1.679	15.8
-1.681	15.8		-1.681	20.4		-1.681	15.8		-1.681	15.4		-1.681	16.1		-1.681	15.8
-1.684	15.8		-1.684	20.4		-1.684	15.8		-1.684	15.4		-1.684	16.1		-1.684	15.8
-1.687	15.8		-1.687	20.4		-1.687	15.8		-1.687	15.4		-1.687	16.1		-1.687	15.8
-1.689	15.8		-1.689	20.4		-1.689	15.8		-1.689	15.4		-1.689	16.1		-1.689	15.8
-1.692	15.8		-1.692	20.4		-1.692	15.8		-1.692	15.4		-1.692	16.1		-1.692	15.8
-1.695	15.8		-1.695	20.4		-1.695	15.8		-1.695	15.4		-1.695	16.1		-1.695	15.8
-1.697	15.8		-1.697	20.4		-1.697	15.8		-1.697	15.4		-1.697	16.1		-1.697	15.8
-1.700	15.8		-1.700	20.4		-1.700	15.8		-1.700	15.4		-1.700	16.1		-1.700	15.8
-1.703	15.8		-1.703	20.4		-1.703	15.8		-1.703	15.4		-1.703	16.0		-1.703	15.8
-1.705	15.8		-1.705	20.4		-1.705	15.8		-1.705	15.4		-1.705	16.0		-1.705	15.8
-1.708	15.8		-1.708	20.4		-1.708	15.8		-1.708	15.4		-1.708	16.1		-1.708	15.8
-1.711	15.8		-1.711	20.4		-1.711	15.8		-1.711	15.4		-1.711	16.0		-1.711	15.8
-1.713	15.8		-1.713	20.4		-1.713	15.8		-1.713	15.4		-1.713	16.0		-1.713	15.8
-1.716	15.8		-1.716	20.4		-1.716	15.8		-1.716	15.4		-1.716	16.1		-1.716	15.8
-1.719	15.8		-1.719	20.4		-1.719	15.8		-1.719	15.4		-1.719	16.1		-1.719	15.8
-1.721	15.8		-1.721	20.4		-1.721	15.8		-1.721	15.4		-1.721	16.0		-1.721	15.8
-1.724	15.8		-1.724	20.4		-1.724	15.8		-1.724	15.4		-1.724	16.0		-1.724	15.8
-1.727	15.8		-1.727	20.4		-1.727	15.8		-1.727	15.4		-1.727	16.0		-1.727	15.8
-1.729	15.8		-1.729	20.4		-1.729	15.8		-1.729	15.4		-1.729	16.1		-1.729	15.8
-1.732	15.8		-1.732	20.4		-1.732	15.8		-1.732	15.4		-1.732	16.0		-1.732	15.8
-1.735	15.8		-1.735	20.4		-1.735	15.8		-1.735	15.4		-1.735	16.0		-1.735	15.8
-1.737	15.8		-1.737	20.4		-1.737	15.8		-1.737	15.4		-1.737	16.1		-1.737	15.8
-1.740	15.8		-1.740	20.4		-1.740	15.8		-1.740	15.4		-1.740	16.1		-1.740	15.8
-1.743	15.8		-1.743	20.4		-1.743	15.8		-1.743	15.4		-1.743	16.0		-1.743	15.8
-1.745	15.8		-1.745	20.4		-1.745	15.8		-1.745	15.4		-1.745	16.0		-1.745	15.8
-1.748	15.8		-1.748	20.4		-1.748	15.8		-1.748	15.4		-1.748	15.9		-1.748	15.8
-1.751	15.7		-1.751	20.3		-1.751	15.8		-1.751	15.4		-1.751	15.9		-1.751	15.8
-1.753	15.8		-1.753	20.4		-1.753	15.8		-1.753	15.4		-1.753	16.0		-1.753	15.8
-1.756	15.8		-1.756	20.4		-1.756	15.8		-1.756	15.4		-1.756	16.0		-1.756	15.8
-1.759	15.8		-1.759	20.3		-1.759	15.7		-1.759	15.4		-1.759	16.0		-1.759	15.8
-1.761	15.8		-1.761	20.4		-1.761	15.7		-1.761	15.4		-1.761	16.0		-1.761	15.8
-1.764	15.8		-1.764	20.4		-1.764	15.8		-1.764	15.4		-1.764	16.0		-1.764	15.8
-1.767	15.8		-1.767	20.4		-1.767	15.8		-1.767	15.4		-1.767	16.0		-1.767	15.8
-1.769	15.8		-1.769	20.4		-1.769	15.7		-1.769	15.4		-1.769	16.0		-1.769	15.8
-1.772	15.8		-1.772	20.4		-1.772	15.7		-1.772	15.4		-1.772	16.0		-1.772	15.8
-1.775	15.8		-1.775	20.4		-1.775	15.7		-1.775	15.4		-1.775	16.0		-1.775	15.8
-1.778	15.8		-1.778	20.4		-1.778	15.8		-1.778	15.4		-1.778	16.0		-1.778	15.8
-1.780	15.8		-1.780	20.3		-1.780	15.7		-1.780	15.4		-1.780	16.0		-1.780	15.8
-1.783	15.8		-1.783	20.4		-1.783	15.7		-1.783	15.4		-1.783	16.0		-1.783	15.8
-1.786	15.8		-1.786	20.4		-1.786	15.7		-1.786	15.4		-1.786	16.0		-1.786	15.8
-1.788	15.8		-1.788	20.3		-1.788	15.7		-1.788	15.4		-1.788	16.0		-1.788	15.8
-1.791	15.7		-1.791	20.3		-1.791	15.7		-1.791	15.4		-1.791	15.9		-1.791	15.8
-1.794	15.7		-1.794	20.3		-1.794	15.7		-1.794	15.4		-1.794	16.0		-1.794	15.8
-1.796	15.7		-1.796	20.3		-1.796	15.7		-1.796	15.4		-1.796	15.9		-1.796	15.8
-1.799	15.7		-1.799	20.3		-1.799	15.7		-1.799	15.4		-1.799	15.9		-1.799	15.8
-1.802	15.7		-1.802	20.3		-1.802	15.7		-1.802	15.4		-1.802	15.9		-1.802	15.8
-1.804	15.7		-1.804	20.3		-1.804	15.7		-1.804	15.4		-1.804	15.9		-1.804	15.8
-1.807	15.7		-1.807	20.3		-1.807	15.7		-1.807	15.4		-1.807	15.9		-1.807	15.8
-1.810	15.7		-1.810	20.3		-1.810	15.7		-1.810	15.4		-1.810	15.9		-1.810	15.8
-1.812	15.7		-1.812	20.3		-1.812	15.7		-1.812	15.4		-1.812	15.9		-1.812	15.8
-1.815	15.7		-1.815	20.3		-1.815	15.7		-1.815	15.4		-1.815	16.0		-1.815	15.8
-1.818	15.7		-1.818	20.3		-1.818	15.7		-1.818	15.4		-1.818	15.9		-1.818	15.8
-1.820	15.7		-1.820	20.3		-1.820	15.7		-1.820	15.4		-1.820	16.0		-1.820	15.8
-1.823	15.7		-1.823	20.3		-1.823	15.7		-1.823	15.4		-1.823	16.0		-1.823	15.8
-1.826	15.7		-1.826	20.3		-1.826	15.7		-1.826	15.4		-1.826	16.0		-1.826	15.8
-1.828	15.7		-1.828	20.3		-1.828	15.7		-1.828	15.4		-1.828	16.0		-1.828	15.8
-1.831	15.8		-1.831	20.3		-1.831	15.7		-1.831	15.4		-1.831	16.0		-1.831	15.8
-1.834	15.8		-1.834	20.3		-1.834	15.8		-1.834	15.4		-1.834	16.0		-1.834	15.8
-1.836	15.7		-1.836	20.3		-1.836	15.7		-1.836	15.4		-1.836	16.0		-1.836	15.8
-1.839	15.8		-1.839	20.3		-1.839	15.7		-1.839	15.4		-1.839	16.0		-1.839	15.8
-1.842	15.7		-1.842	20.3		-1.842	15.8		-1.842	15.4		-1.842	16.0		-1.842	15.8
-1.844	15.7		-1.844	20.3		-1.844	15.7		-1.844	15.4		-1.844	15.9		-1.844	15.8
-1.847	15.7		-1.847	20.3		-1.847	15.7		-1.847	15.4		-1.847	15.9		-1.847	15.8
-1.850	15.7		-1.850	20.3		-1.850	15.7		-1.850	15.4		-1.850	16.0		-1.850	15.8
-1.852	15.7		-1.852	20.4		-1.852	15.7		-1.852	15.4		-1.852	16.0		-1.852	15.8
-1.855	15.7		-1.855	20.3		-1.855	15.7		-1.855	15.4		-1.855	15.9		-1.855	15.8
-1.858	15.7		-1.858	20.4		-1.858	15.7		-1.858	15.4		-1.858	15.9		-1.858	15.8
-1.860	15.7		-1.860	20.4		-1.860	15.7		-1.860	15.4		-1.860	15.9		-1.860	15.8
-1.863	15.7		-1.863	20.3		-1.863	15.7		-1.863	15.4		-1.863	15.9		-1.863	15.8
-1.866	15.7		-1.866	20.3		-1.866	15.7		-1.866	15.4		-1.866	15.9		-1.866	15.8
-1.868	15.8		-1.868	20.3		-1.868	15.7		-1.868	15.4		-1.868	15.9		-1.868	15.8
-1.871	15.8		-1.871	20.4		-1.871	15.7		-1.871	15.4		-1.871	16.0		-1.871	15.8
-1.874	15.7		-1.874	20.4		-1.874	15.7		-1.874	15.4		-1.874	16.0		-1.874	15.8
-1.876	15.7		-1.876	20.3		-1.876	15.7		-1.876	15.4		-1.876	16.0		-1.876	15.8
-1.879	15.8		-1.879	20.4		-1.879	15.7		-1.879	15.4		-1.879	16.0		-1.879	15.8
-1.882	15.7		-1.882	20.4		-1.882	15.7		-1.882	15.4		-1.882	15.9		-1.882	15.8
-1.884	15.7		-1.884	20.4		-1.884	15.7		-1.884	15.4		-1.884	15.9		-1.884	15.8
-1.887	15.7		-1.887	20.4		-1.887	15.8		-1.887	15.4		-1.887	16.0		-1.887	15.8
-1.890	15.7		-1.890	20.4		-1.890	15.8		-1.890	15.4		-1.890	16.0		-1.890	15.8
-1.892	15.7		-1.892	20.4		-1.892	15.8		-1.892	15.4		-1.892	16.0		-1.892	15.8
-1.895	15.7		-1.895	20.4		-1.895	15.8		-1.895	15.4		-1.895	16.0		-1.895	15.8
-1.898	15.7		-1.898	20.4		-1.898	15.8		-1.898	15.4		-1.898	16.0		-1.898	15.8
-1.900	15.8		-1.900	20.4		-1.900	15.8		-1.900	15.4		-1.900	16.0		-1.900	15.8
-1.903	15.7		-1.903	20.4		-1.903	15.8		-1.903	15.4		-1.903	16.0		-1.903	15.8
-1.906	15.7		-1.906	20.3		-1.906	15.8		-1.906	15.4		-1.906	16.0		-1.906	15.8
-1.908	15.7		-1.908	20.3		-1.908	15.8		-1.908	15.4		-1.908	16.0		-1.908	15.8
-1.911	15.7		-1.911	20.4		-1.911	15.8		-1.911	15.4		-1.911	16.0		-1.911	15.8
-1.914	15.7		-1.914	20.3		-1.914	15.7		-1.914	15.4		-1.914	15.9		-1.914	15.8
-1.916	15.7		-1.916	20.3		-1.916	15.7		-1.916	15.4		-1.916	15.9		-1.916	15.8
-1.919	15.7		-1.919	20.3		-1.919	15.7		-1.919	15.4		-1.919	16.0		-1.919	15.8
-1.922	15.7		-1.922	20.3		-1.922	15.7		-1.922	15.4		-1.922	15.9		-1.922	15.8
-1.924	15.7		-1.924	20.3		-1.924	15.7		-1.924	15.4		-1.924	15.9		-1.924	15.8
-1.927	15.7		-1.927	20.3		-1.927	15.7		-1.927	15.4		-1.927	15.9		-1.927	15.8
-1.930	15.7		-1.930	20.3		-1.930	15.7		-1.930	15.4		-1.930	15.9		-1.930	15.8
-1.932	15.7		-1.932	20.3		-1.932	15.7		-1.932	15.4		-1.932	15.9		-1.932	15.8
-1.935	15.7		-1.935	20.3		-1.935	15.7		-1.935	15.4		-1.935	15.9		-1.935	15.8
-1.938	15.7		-1.938	20.3		-1.938	15.7		-1.938	15.4		-1.938	15.9		-1.938	15.8
-1.940	15.7		-1.940	20.3		-1.940	15.7		-1.940	15.4		-1.940	15.9		-1.940	15.8
-1.943	15.7		-1.943	20.3		-1.943	15.7		-1.943	15.4		-1.943	15.9		-1.943	15.8
-1.946	15.7		-1.946	20.3		-1.946	15.7		-1.946	15.4		-1.946	15.9		-1.946	15.8
-1.948	15.7		-1.948	20.3		-1.948	15.7		-1.948	15.4		-1.948	15.9		-1.948	15.8
-1.951	15.7		-1.951	20.3		-1.951	15.7		-1.951	15.4		-1.951	15.9		-1.951	15.8
-1.954	15.7		-1.954	20.3		-1.954	15.7		-1.954	15.4		-1.954	15.9		-1.954	15.8
-1.956	15.7		-1.956	20.3		-1.956	15.7		-1.956	15.4		-1.956	15.9		-1.956	15.8
-1.959	15.7		-1.959	20.3		-1.959	15.7		-1.959	15.4		-1.959	15.9		-1.959	15.8
-1.962	15.7		-1.962	20.3		-1.962	15.7		-1.962	15.4		-1.962	15.9		-1.962	15.8
-1.964	15.7		-1.964	20.3		-1.964	15.7		-1.964	15.4		-1.964	16.0		-1.964	15.8
-1.967	15.7		-1.967	20.3		-1.967	15.7		-1.967	15.4		-1.967	15.9		-1.967	15.8
-1.970	15.7		-1.970	20.3		-1.970	15.7		-1.970	15.4		-1.970	15.9		-1.970	15.8
-1.972	15.7		-1.972	20.3		-1.972	15.7		-1.972	15.4		-1.972	15.9		-1.972	15.8
-1.975	15.7		-1.975	20.3		-1.975	15.7		-1.975	15.4		-1.975	15.9		-1.975	15.8
-1.978	15.7		-1.978	20.3		-1.978	15.7		-1.978	15.4		-1.978	15.9		-1.978	15.8
-1.980	15.7		-1.980	20.3		-1.980	15.7		-1.980	15.4		-1.980	15.9		-1.980	15.8
-1.983	15.7		-1.983	20.3		-1.983	15.7		-1.983	15.4		-1.983	15.9		-1.983	15.8
-1.986	15.7		-1.986	20.3		-1.986	15.7		-1.986	15.4		-1.986	15.9		-1.986	15.8
-1.989	15.7		-1.989	20.3		-1.989	15.7		-1.989	15.4		-1.989	15.9		-1.989	15.8
-1.991	15.7		-1.991	20.3		-1.991	15.7		-1.991	15.4		-1.991	15.9		-1.991	15.8
-1.994	15.7		-1.994	20.3		-1.994	15.7		-1.994	15.4		-1.994	15.9		-1.994	15.8
-1.997	15.7		-1.997	20.3		-1.997	15.7		-1.997	15.4		-1.997	15.9		-1.997	15.8
-1.999	15.7		-1.999	20.3		-1.999	15.7		-1.999	15.4		-1.999	15.9		-1.999	15.8
-2.002	15.7		-2.002	20.3		-2.002	15.7		-2.002	15.4		-2.002	15.9		-2.002	15.8
-2.005	15.7		-2.005	20.3		-2.005	15.7		-2.005	15.3		-2.005	15.9		-2.005	15.8
-2.007	15.7		-2.007	20.3		-2.007	15.7		-2.007	15.3		-2.007	15.9		-2.007	15.8
-2.010	15.7		-2.010	20.3		-2.010	15.7		-2.010	15.4		-2.010	15.9		-2.010	15.8
-2.013	15.7		-2.013	20.3		-2.013	15.7		-2.013	15.4		-2.013	15.9		-2.013	15.8
-2.015	15.7		-2.015	20.3		-2.015	15.7		-2.015	15.4		-2.015	15.9		-2.015	15.8
-2.018	15.7		-2.018	20.3		-2.018	15.7		-2.018	15.4		-2.018	15.9		-2.018	15.8
-2.021	15.7		-2.021	20.3		-2.021	15.7		-2.021	15.4		-2.021	15.9		-2.021	15.8
-2.023	15.7		-2.023	20.3		-2.023	15.7		-2.023	15.4		-2.023	15.9		-2.023	15.8
-2.026	15.7		-2.026	20.3		-2.026	15.7		-2.026	15.4		-2.026	15.9		-2.026	15.8
-2.029	15.7		-2.029	20.3		-2.029	15.7		-2.029	15.4		-2.029	15.9		-2.029	15.8
-2.031	15.7		-2.031	20.3		-2.031	15.7		-2.031	15.4		-2.031	15.9		-2.031	15.8
-2.034	15.7		-2.034	20.3		-2.034	15.7		-2.034	15.4		-2.034	15.9		-2.034	15.8
-2.037	15.7		-2.037	20.3		-2.037	15.7		-2.037	15.4		-2.037	15.8		-2.037	15.8
-2.039	15.7		-2.039	20.3		-2.039	15.7		-2.039	15.4		-2.039	15.9		-2.039	15.8
-2.042	15.7		-2.042	20.3		-2.042	15.7		-2.042	15.4		-2.042	15.9		-2.042	15.8
-2.045	15.7		-2.045	20.3		-2.045	15.7		-2.045	15.4		-2.045	15.9		-2.045	15.8
-2.047	15.7		-2.047	20.3		-2.047	15.7		-2.047	15.4		-2.047	15.9		-2.047	15.8
-2.050	15.7		-2.050	20.3		-2.050	15.7		-2.050	15.4		-2.050	15.9		-2.050	15.8
-2.053	15.7		-2.053	20.3		-2.053	15.7		-2.053	15.4		-2.053	15.9		-2.053	15.8
-2.055	15.7		-2.055	20.3		-2.055	15.7		-2.055	15.4		-2.055	15.9		-2.055	15.8
-2.058	15.7		-2.058	20.3		-2.058	15.7		-2.058	15.4		-2.058	15.9		-2.058	15.8
-2.061	15.7		-2.061	20.3		-2.061	15.7		-2.061	15.4		-2.061	15.9		-2.061	15.8
-2.063	15.7		-2.063	20.3		-2.063	15.7		-2.063	15.4		-2.063	15.9		-2.063	15.8
-2.066	15.7		-2.066	20.3		-2.066	15.7		-2.066	15.4		-2.066	15.9		-2.066	15.8
-2.069	15.7		-2.069	20.3		-2.069	15.7		-2.069	15.4		-2.069	15.9		-2.069	15.8
-2.071	15.7		-2.071	20.3		-2.071	15.7		-2.071	15.4		-2.071	15.9		-2.071	15.8
-2.074	15.7		-2.074	20.3		-2.074	15.7		-2.074	15.4		-2.074	15.9		-2.074	15.8
-2.077	15.7		-2.077	20.3		-2.077	15.7		-2.077	15.4		-2.077	15.9		-2.077	15.8
-2.079	15.7		-2.079	20.3		-2.079	15.7		-2.079	15.4		-2.079	15.9		-2.079	15.8
-2.082	15.7		-2.082	20.3		-2.082	15.7		-2.082	15.4		-2.082	15.9		-2.082	15.8
-2.085	15.7		-2.085	20.3		-2.085	15.7		-2.085	15.4		-2.085	15.9		-2.085	15.8
-2.087	15.7		-2.087	20.3		-2.087	15.7		-2.087	15.4		-2.087	15.9		-2.087	15.8
-2.090	15.7		-2.090	20.3		-2.090	15.7		-2.090	15.4		-2.090	15.9		-2.090	15.8
-2.093	15.7		-2.093	20.3		-2.093	15.7		-2.093	15.4		-2.093	15.9		-2.093	15.8
-2.095	15.7		-2.095	20.3		-2.095	15.7		-2.095	15.4		-2.095	15.9		-2.095	15.8
-2.098	15.7		-2.098	20.3		-2.098	15.7		-2.098	15.4		-2.098	15.9		-2.098	15.8
-2.101	15.7		-2.101	20.3		-2.101	15.7		-2.101	15.4		-2.101	15.9		-2.101	15.8
-2.103	15.7		-2.103	20.3		-2.103	15.7		-2.103	15.4		-2.103	15.9		-2.103	15.8
-2.106	15.7		-2.106	20.3		-2.106	15.7		-2.106	15.4		-2.106	15.9		-2.106	15.8
-2.109	15.7		-2.109	20.3		-2.109	15.7		-2.109	15.4		-2.109	15.9		-2.109	15.8
-2.111	15.7		-2.111	20.3		-2.111	15.7		-2.111	15.4		-2.111	15.9		-2.111	15.8
-2.114	15.7		-2.114	20.3		-2.114	15.7		-2.114	15.4		-2.114	15.9		-2.114	15.8
-2.117	15.7		-2.117	20.3		-2.117	15.7		-2.117	15.4		-2.117	15.9		-2.117	15.8
-2.119	15.7		-2.119	20.3		-2.119	15.8		-2.119	15.4		-2.119	15.9		-2.119	15.8
-2.122	15.7		-2.122	20.3		-2.122	15.7		-2.122	15.4		-2.122	15.9		-2.122	15.8
-2.125	15.7		-2.125	20.3		-2.125	15.7		-2.125	15.4		-2.125	15.9		-2.125	15.8
-2.127	15.7		-2.127	20.3		-2.127	15.7		-2.127	15.4		-2.127	15.9		-2.127	15.8
-2.130	15.7		-2.130	20.3		-2.130	15.7		-2.130	15.4		-2.130	15.9		-2.130	15.8
-2.133	15.7		-2.133	20.3		-2.133	15.7		-2.133	15.4		-2.133	15.9		-2.133	15.8
-2.135	15.7		-2.135	20.3		-2.135	15.8		-2.135	15.4		-2.135	15.9		-2.135	15.8
-2.138	15.7		-2.138	20.3		-2.138	15.8		-2.138	15.4		-2.138	15.9		-2.138	15.8
-2.141	15.7		-2.141	20.3		-2.141	15.7		-2.141	15.4		-2.141	15.9		-2.141	15.8
-2.143	15.7		-2.143	20.3		-2.143	15.7		-2.143	15.4		-2.143	15.9		-2.143	15.8
-2.146	15.7		-2.146	20.3		-2.146	15.8		-2.146	15.4		-2.146	15.9		-2.146	15.8
-2.149	15.7		-2.149	20.3		-2.149	15.8		-2.149	15.4		-2.149	15.9		-2.149	15.8
-2.151	15.7		-2.151	20.3		-2.151	15.8		-2.151	15.4		-2.151	15.9		-2.151	15.8
-2.154	15.7		-2.154	20.3		-2.154	15.8		-2.154	15.4		-2.154	15.9		-2.154	15.8
-2.157	15.7		-2.157	20.3		-2.157	15.8		-2.157	15.4		-2.157	15.9		-2.157	15.8
-2.159	15.7		-2.159	20.3		-2.159	15.8		-2.159	15.4		-2.159	15.9		-2.159	15.8
-2.162	15.7		-2.162	20.3		-2.162	15.8		-2.162	15.4		-2.162	15.9		-2.162	15.8
-2.165	15.7		-2.165	20.3		-2.165	15.8		-2.165	15.4		-2.165	15.9		-2.165	15.8
-2.167	15.7		-2.167	20.3		-2.167	15.8		-2.167	15.4		-2.167	15.9		-2.167	15.8
-2.170	15.7		-2.170	20.3		-2.170	15.8		-2.170	15.4		-2.170	15.9		-2.170	15.8
-2.173	15.7		-2.173	20.3		-2.173	15.8		-2.173	15.4		-2.173	15.9		-2.173	15.8
-2.175	15.7		-2.175	20.3		-2.175	15.8		-2.175	15.4		-2.175	15.9		-2.175	15.8
-2.178	15.7		-2.178	20.3		-2.178	15.8		-2.178	15.4		-2.178	15.9		-2.178	15.8
-2.181	15.7		-2.181	20.3		-2.181	15.8		-2.181	15.4		-2.181	15.9		-2.181	15.8
-2.183	15.7		-2.183	20.3		-2.183	15.8		-2.183	15.4		-2.183	15.9		-2.183	15.8
-2.186	15.7		-2.186	20.3		-2.186	15.8		-2.186	15.4		-2.186	15.9		-2.186	15.8
-2.189	15.7		-2.189	20.3		-2.189	15.8		-2.189	15.4		-2.189	15.9		-2.189	15.8
-2.191	15.7		-2.191	20.3		-2.191	15.8		-2.191	15.4		-2.191	15.9		-2.191	15.8
-2.194	15.7		-2.194	20.3		-2.194	15.8		-2.194	15.4		-2.194	15.9		-2.194	15.8
-2.197	15.7		-2.197	20.3		-2.197	15.8		-2.197	15.4		-2.197	15.9		-2.197	15.8
-2.199	15.7		-2.199	20.3		-2.199	15.8		-2.199	15.4		-2.199	15.9		-2.199	15.8
-2.202	15.7		-2.202	20.3		-2.202	15.8		-2.202	15.4		-2.202	15.9		-2.202	15.8
-2.205	15.7		-2.205	20.3		-2.205	15.8		-2.205	15.4		-2.205	15.9		-2.205	15.8
-2.207	15.7		-2.207	20.3		-2.207	15.8		-2.207	15.4		-2.207	16.0		-2.207	15.8
-2.210	15.7		-2.210	20.3		-2.210	15.8		-2.210	15.4		-2.210	16.0		-2.210	15.8
-2.213	15.7		-2.213	20.3		-2.213	15.8		-2.213	15.4		-2.213	16.0		-2.213	15.8
-2.215	15.7		-2.215	20.3		-2.215	15.8		-2.215	15.4		-2.215	16.0		-2.215	15.8
-2.218	15.7		-2.218	20.3		-2.218	15.8		-2.218	15.4		-2.218	16.0		-2.218	15.8
-2.221	15.7		-2.221	20.3		-2.221	15.8		-2.221	15.4		-2.221	16.0		-2.221	15.8
-2.223	15.7		-2.223	20.3		-2.223	15.8		-2.223	15.4		-2.223	15.9		-2.223	15.8
-2.226	15.7		-2.226	20.3		-2.226	15.8		-2.226	15.4		-2.226	16.0		-2.226	15.8
-2.229	15.7		-2.229	20.3		-2.229	15.8		-2.229	15.4		-2.229	16.0		-2.229	15.8
-2.231	15.7		-2.231	20.3		-2.231	15.8		-2.231	15.4		-2.231	16.0		-2.231	15.8
-2.234	15.7		-2.234	20.3		-2.234	15.8		-2.234	15.4		-2.234	15.9		-2.234	15.8
-2.237	15.7		-2.237	20.3		-2.237	15.8		-2.237	15.4		-2.237	15.9		-2.237	15.8
-2.240	15.7		-2.240	20.3		-2.240	15.8		-2.240	15.4		-2.240	16.0		-2.240	15.8
-2.242	15.7		-2.242	20.3		-2.242	15.8		-2.242	15.4		-2.242	16.0		-2.242	15.8
-2.245	15.7		-2.245	20.3		-2.245	15.8		-2.245	15.4		-2.245	16.0		-2.245	15.8
-2.248	15.7		-2.248	20.3		-2.248	15.8		-2.248	15.4		-2.248	16.0		-2.248	15.9
-2.250	15.7		-2.250	20.3		-2.250	15.8		-2.250	15.4		-2.250	16.0		-2.250	15.8
-2.253	15.7		-2.253	20.3		-2.253	15.8		-2.253	15.4		-2.253	16.0		-2.253	15.8
-2.256	15.7		-2.256	20.3		-2.256	15.8		-2.256	15.4		-2.256	16.0		-2.256	15.8
-2.258	15.7		-2.258	20.3		-2.258	15.8		-2.258	15.4		-2.258	16.0		-2.258	15.8
-2.261	15.7		-2.261	20.3		-2.261	15.8		-2.261	15.4		-2.261	16.0		-2.261	15.8
-2.264	15.7		-2.264	20.3		-2.264	15.8		-2.264	15.4		-2.264	16.0		-2.264	15.8
-2.266	15.7		-2.266	20.3		-2.266	15.8		-2.266	15.4		-2.266	15.9		-2.266	15.8
-2.269	15.7		-2.269	20.3		-2.269	15.8		-2.269	15.4		-2.269	16.0		-2.269	15.9
-2.272	15.7		-2.272	20.3		-2.272	15.8		-2.272	15.4		-2.272	16.0		-2.272	15.8
-2.274	15.7		-2.274	20.3		-2.274	15.8		-2.274	15.4		-2.274	16.0		-2.274	15.8
-2.277	15.7		-2.277	20.3		-2.277	15.8		-2.277	15.4		-2.277	16.0		-2.277	15.8
-2.280	15.7		-2.280	20.3		-2.280	15.8		-2.280	15.4		-2.280	16.0		-2.280	15.8
-2.282	15.7		-2.282	20.3		-2.282	15.8		-2.282	15.4		-2.282	15.9		-2.282	15.8
-2.285	15.7		-2.285	20.3		-2.285	15.8		-2.285	15.4		-2.285	15.9		-2.285	15.8
-2.288	15.7		-2.288	20.3		-2.288	15.8		-2.288	15.4		-2.288	16.0		-2.288	15.8
-2.290	15.7		-2.290	20.3		-2.290	15.8		-2.290	15.4		-2.290	16.0		-2.290	15.8
-2.293	15.7		-2.293	20.3		-2.293	15.8		-2.293	15.4		-2.293	15.9		-2.293	15.8
-2.296	15.7		-2.296	20.3		-2.296	15.8		-2.296	15.4		-2.296	15.9		-2.296	15.8
-2.298	15.7		-2.298	20.3		-2.298	15.8		-2.298	15.4		-2.298	16.0		-2.298	15.8
-2.301	15.7		-2.301	20.3		-2.301	15.8		-2.301	15.4		-2.301	15.9		-2.301	15.8
-2.304	15.7		-2.304	20.3		-2.304	15.8		-2.304	15.4		-2.304	15.9		-2.304	15.8
-2.306	15.7		-2.306	20.3		-2.306	15.8		-2.306	15.4		-2.306	16.0		-2.306	15.8
-2.309	15.7		-2.309	20.3		-2.309	15.8		-2.309	15.4		-2.309	15.9		-2.309	15.8
-2.312	15.7		-2.312	20.3		-2.312	15.8		-2.312	15.4		-2.312	16.0		-2.312	15.8
-2.314	15.7		-2.314	20.3		-2.314	15.8		-2.314	15.4		-2.314	16.0		-2.314	15.8
-2.317	15.7		-2.317	20.3		-2.317	15.8		-2.317	15.4		-2.317	16.0		-2.317	15.8
-2.320	15.7		-2.320	20.3		-2.320	15.8		-2.320	15.4		-2.320	15.9		-2.320	15.8
-2.322	15.7		-2.322	20.3		-2.322	15.8		-2.322	15.4		-2.322	16.0		-2.322	15.8
-2.325	15.7		-2.325	20.3		-2.325	15.8		-2.325	15.4		-2.325	16.0		-2.325	15.8
-2.328	15.7		-2.328	20.3		-2.328	15.8		-2.328	15.4		-2.328	16.0		-2.328	15.9
-2.330	15.7		-2.330	20.3		-2.330	15.8		-2.330	15.4		-2.330	16.0		-2.330	15.8
-2.333	15.7		-2.333	20.3		-2.333	15.8		-2.333	15.5		-2.333	16.0		-2.333	15.8
