																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
0.463	16.2		0.463	20.3		0.463	15.6		0.463	15.1		0.463	16.0		0.463	16.1
0.460	16.2		0.460	20.3		0.460	15.6		0.460	15.1		0.460	16.0		0.460	16.1
0.457	16.2		0.457	20.3		0.457	15.6		0.457	15.1		0.457	15.9		0.457	16.1
0.455	16.2		0.455	20.3		0.455	15.6		0.455	15.1		0.455	16.0		0.455	16.1
0.452	16.2		0.452	20.3		0.452	15.6		0.452	15.1		0.452	16.0		0.452	16.1
0.449	16.2		0.449	20.3		0.449	15.6		0.449	15.1		0.449	16.0		0.449	16.1
0.447	16.2		0.447	20.3		0.447	15.6		0.447	15.1		0.447	15.9		0.447	16.1
0.444	16.2		0.444	20.3		0.444	15.6		0.444	15.1		0.444	15.9		0.444	16.1
0.441	16.3		0.441	20.3		0.441	15.6		0.441	15.1		0.441	16.0		0.441	16.1
0.438	16.2		0.438	20.3		0.438	15.6		0.438	15.1		0.438	16.0		0.438	16.1
0.436	16.2		0.436	20.3		0.436	15.6		0.436	15.1		0.436	15.9		0.436	16.1
0.433	16.2		0.433	20.3		0.433	15.6		0.433	15.1		0.433	15.9		0.433	16.1
0.430	16.2		0.430	20.3		0.430	15.6		0.430	15.1		0.430	15.9		0.430	16.1
0.428	16.2		0.428	20.3		0.428	15.6		0.428	15.1		0.428	15.9		0.428	16.1
0.425	16.2		0.425	20.3		0.425	15.6		0.425	15.2		0.425	15.9		0.425	16.1
0.422	16.2		0.422	20.3		0.422	15.6		0.422	15.1		0.422	15.9		0.422	16.1
0.420	16.2		0.420	20.3		0.420	15.6		0.420	15.1		0.420	15.9		0.420	16.1
0.417	16.2		0.417	20.3		0.417	15.6		0.417	15.1		0.417	15.9		0.417	16.1
0.414	16.3		0.414	20.3		0.414	15.6		0.414	15.2		0.414	16.0		0.414	16.1
0.412	16.2		0.412	20.3		0.412	15.6		0.412	15.1		0.412	15.9		0.412	16.1
0.409	16.2		0.409	20.3		0.409	15.6		0.409	15.2		0.409	15.9		0.409	16.1
0.406	16.2		0.406	20.3		0.406	15.6		0.406	15.2		0.406	16.0		0.406	16.1
0.404	16.3		0.404	20.4		0.404	15.6		0.404	15.2		0.404	16.0		0.404	16.1
0.401	16.3		0.401	20.3		0.401	15.6		0.401	15.2		0.401	16.0		0.401	16.1
0.398	16.3		0.398	20.4		0.398	15.6		0.398	15.2		0.398	16.0		0.398	16.1
0.396	16.3		0.396	20.4		0.396	15.6		0.396	15.2		0.396	16.0		0.396	16.1
0.393	16.3		0.393	20.4		0.393	15.6		0.393	15.2		0.393	16.0		0.393	16.1
0.390	16.3		0.390	20.4		0.390	15.6		0.390	15.2		0.390	16.0		0.390	16.1
0.388	16.3		0.388	20.4		0.388	15.6		0.388	15.2		0.388	16.0		0.388	16.1
0.385	16.3		0.385	20.4		0.385	15.6		0.385	15.2		0.385	16.0		0.385	16.1
0.382	16.3		0.382	20.4		0.382	15.6		0.382	15.2		0.382	16.0		0.382	16.1
0.380	16.3		0.380	20.4		0.380	15.6		0.380	15.2		0.380	16.0		0.380	16.1
0.377	16.3		0.377	20.4		0.377	15.6		0.377	15.2		0.377	16.0		0.377	16.1
0.374	16.3		0.374	20.4		0.374	15.6		0.374	15.2		0.374	15.9		0.374	16.1
0.372	16.3		0.372	20.4		0.372	15.6		0.372	15.2		0.372	15.9		0.372	16.1
0.369	16.3		0.369	20.4		0.369	15.6		0.369	15.2		0.369	16.0		0.369	16.1
0.366	16.3		0.366	20.4		0.366	15.6		0.366	15.2		0.366	16.0		0.366	16.1
0.364	16.3		0.364	20.4		0.364	15.6		0.364	15.2		0.364	16.0		0.364	16.1
0.361	16.3		0.361	20.4		0.361	15.6		0.361	15.2		0.361	15.9		0.361	16.1
0.358	16.3		0.358	20.4		0.358	15.6		0.358	15.2		0.358	16.0		0.358	16.1
0.356	16.3		0.356	20.3		0.356	15.6		0.356	15.2		0.356	15.9		0.356	16.1
0.353	16.3		0.353	20.3		0.353	15.6		0.353	15.2		0.353	16.0		0.353	16.1
0.350	16.3		0.350	20.4		0.350	15.6		0.350	15.2		0.350	16.0		0.350	16.1
0.348	16.3		0.348	20.4		0.348	15.6		0.348	15.2		0.348	16.0		0.348	16.1
0.345	16.3		0.345	20.4		0.345	15.6		0.345	15.2		0.345	16.0		0.345	16.1
0.342	16.3		0.342	20.4		0.342	15.6		0.342	15.2		0.342	16.0		0.342	16.1
0.340	16.3		0.340	20.4		0.340	15.7		0.340	15.2		0.340	16.1		0.340	16.1
0.337	16.3		0.337	20.4		0.337	15.6		0.337	15.2		0.337	16.0		0.337	16.1
0.334	16.3		0.334	20.4		0.334	15.7		0.334	15.2		0.334	16.0		0.334	16.1
0.332	16.4		0.332	20.4		0.332	15.7		0.332	15.2		0.332	16.1		0.332	16.2
0.329	16.4		0.329	20.4		0.329	15.7		0.329	15.3		0.329	16.1		0.329	16.2
0.326	16.4		0.326	20.4		0.326	15.6		0.326	15.2		0.326	16.1		0.326	16.1
0.324	16.4		0.324	20.4		0.324	15.7		0.324	15.2		0.324	16.0		0.324	16.2
0.321	16.4		0.321	20.4		0.321	15.7		0.321	15.2		0.321	16.0		0.321	16.2
0.318	16.4		0.318	20.4		0.318	15.7		0.318	15.2		0.318	16.1		0.318	16.2
0.316	16.4		0.316	20.4		0.316	15.7		0.316	15.2		0.316	16.1		0.316	16.2
0.313	16.4		0.313	20.4		0.313	15.7		0.313	15.2		0.313	16.1		0.313	16.2
0.310	16.4		0.310	20.4		0.310	15.7		0.310	15.3		0.310	16.1		0.310	16.2
0.307	16.4		0.307	20.4		0.307	15.7		0.307	15.3		0.307	16.1		0.307	16.2
0.305	16.4		0.305	20.4		0.305	15.7		0.305	15.2		0.305	16.1		0.305	16.1
0.302	16.4		0.302	20.4		0.302	15.7		0.302	15.2		0.302	16.1		0.302	16.1
0.299	16.4		0.299	20.4		0.299	15.7		0.299	15.3		0.299	16.1		0.299	16.2
0.297	16.4		0.297	20.4		0.297	15.7		0.297	15.2		0.297	16.1		0.297	16.1
0.294	16.4		0.294	20.4		0.294	15.7		0.294	15.3		0.294	16.1		0.294	16.1
0.291	16.4		0.291	20.4		0.291	15.7		0.291	15.3		0.291	16.1		0.291	16.2
0.289	16.4		0.289	20.4		0.289	15.7		0.289	15.3		0.289	16.1		0.289	16.2
0.286	16.4		0.286	20.4		0.286	15.7		0.286	15.3		0.286	16.1		0.286	16.2
0.283	16.4		0.283	20.4		0.283	15.7		0.283	15.3		0.283	16.1		0.283	16.2
0.281	16.5		0.281	20.4		0.281	15.7		0.281	15.3		0.281	16.1		0.281	16.2
0.278	16.4		0.278	20.4		0.278	15.7		0.278	15.3		0.278	16.1		0.278	16.2
0.275	16.4		0.275	20.4		0.275	15.7		0.275	15.3		0.275	16.1		0.275	16.2
0.273	16.5		0.273	20.4		0.273	15.7		0.273	15.3		0.273	16.1		0.273	16.2
0.270	16.5		0.270	20.4		0.270	15.7		0.270	15.3		0.270	16.1		0.270	16.2
0.267	16.5		0.267	20.4		0.267	15.7		0.267	15.3		0.267	16.1		0.267	16.2
0.265	16.5		0.265	20.4		0.265	15.7		0.265	15.3		0.265	16.1		0.265	16.2
0.262	16.5		0.262	20.4		0.262	15.7		0.262	15.3		0.262	16.1		0.262	16.2
0.259	16.5		0.259	20.4		0.259	15.7		0.259	15.3		0.259	16.1		0.259	16.2
0.257	16.5		0.257	20.4		0.257	15.7		0.257	15.3		0.257	16.1		0.257	16.2
0.254	16.5		0.254	20.4		0.254	15.7		0.254	15.3		0.254	16.2		0.254	16.2
0.251	16.5		0.251	20.4		0.251	15.7		0.251	15.3		0.251	16.1		0.251	16.2
0.249	16.5		0.249	20.4		0.249	15.7		0.249	15.3		0.249	16.1		0.249	16.2
0.246	16.5		0.246	20.4		0.246	15.8		0.246	15.3		0.246	16.2		0.246	16.2
0.243	16.5		0.243	20.4		0.243	15.7		0.243	15.3		0.243	16.1		0.243	16.2
0.241	16.5		0.241	20.4		0.241	15.7		0.241	15.3		0.241	16.1		0.241	16.2
0.238	16.5		0.238	20.4		0.238	15.8		0.238	15.3		0.238	16.1		0.238	16.2
0.235	16.5		0.235	20.4		0.235	15.8		0.235	15.3		0.235	16.2		0.235	16.2
0.233	16.5		0.233	20.4		0.233	15.8		0.233	15.3		0.233	16.2		0.233	16.2
0.230	16.5		0.230	20.4		0.230	15.7		0.230	15.3		0.230	16.2		0.230	16.2
0.227	16.5		0.227	20.4		0.227	15.7		0.227	15.3		0.227	16.2		0.227	16.2
0.225	16.5		0.225	20.4		0.225	15.8		0.225	15.3		0.225	16.2		0.225	16.2
0.222	16.5		0.222	20.4		0.222	15.7		0.222	15.3		0.222	16.1		0.222	16.2
0.219	16.5		0.219	20.4		0.219	15.7		0.219	15.3		0.219	16.1		0.219	16.2
0.217	16.5		0.217	20.4		0.217	15.7		0.217	15.3		0.217	16.1		0.217	16.2
0.214	16.5		0.214	20.4		0.214	15.7		0.214	15.3		0.214	16.1		0.214	16.2
0.211	16.5		0.211	20.4		0.211	15.7		0.211	15.3		0.211	16.1		0.211	16.2
0.209	16.5		0.209	20.4		0.209	15.7		0.209	15.3		0.209	16.1		0.209	16.2
0.206	16.5		0.206	20.4		0.206	15.7		0.206	15.3		0.206	16.1		0.206	16.2
0.203	16.5		0.203	20.4		0.203	15.7		0.203	15.3		0.203	16.1		0.203	16.2
0.201	16.5		0.201	20.4		0.201	15.7		0.201	15.3		0.201	16.1		0.201	16.2
0.198	16.5		0.198	20.4		0.198	15.7		0.198	15.3		0.198	16.1		0.198	16.2
0.195	16.5		0.195	20.4		0.195	15.7		0.195	15.3		0.195	16.2		0.195	16.2
0.193	16.5		0.193	20.4		0.193	15.7		0.193	15.3		0.193	16.1		0.193	16.2
0.190	16.5		0.190	20.4		0.190	15.7		0.190	15.3		0.190	16.1		0.190	16.2
0.187	16.5		0.187	20.4		0.187	15.7		0.187	15.3		0.187	16.1		0.187	16.2
0.184	16.5		0.184	20.4		0.184	15.7		0.184	15.4		0.184	16.1		0.184	16.2
0.182	16.5		0.182	20.4		0.182	15.7		0.182	15.3		0.182	16.1		0.182	16.2
0.179	16.5		0.179	20.4		0.179	15.7		0.179	15.3		0.179	16.1		0.179	16.2
0.176	16.5		0.176	20.4		0.176	15.7		0.176	15.3		0.176	16.1		0.176	16.2
0.174	16.5		0.174	20.4		0.174	15.7		0.174	15.3		0.174	16.1		0.174	16.2
0.171	16.5		0.171	20.4		0.171	15.7		0.171	15.3		0.171	16.1		0.171	16.2
0.168	16.5		0.168	20.4		0.168	15.7		0.168	15.3		0.168	16.1		0.168	16.2
0.166	16.5		0.166	20.4		0.166	15.7		0.166	15.3		0.166	16.0		0.166	16.1
0.163	16.5		0.163	20.4		0.163	15.7		0.163	15.3		0.163	16.0		0.163	16.1
0.160	16.5		0.160	20.4		0.160	15.7		0.160	15.3		0.160	16.1		0.160	16.2
0.158	16.5		0.158	20.4		0.158	15.7		0.158	15.3		0.158	16.1		0.158	16.2
0.155	16.5		0.155	20.4		0.155	15.7		0.155	15.3		0.155	16.1		0.155	16.2
0.152	16.5		0.152	20.4		0.152	15.7		0.152	15.3		0.152	16.1		0.152	16.2
0.150	16.5		0.150	20.4		0.150	15.7		0.150	15.3		0.150	16.1		0.150	16.2
0.147	16.5		0.147	20.4		0.147	15.7		0.147	15.3		0.147	16.1		0.147	16.2
0.144	16.5		0.144	20.4		0.144	15.7		0.144	15.3		0.144	16.1		0.144	16.2
0.142	16.5		0.142	20.4		0.142	15.7		0.142	15.3		0.142	16.1		0.142	16.2
0.139	16.5		0.139	20.4		0.139	15.7		0.139	15.3		0.139	16.1		0.139	16.2
0.136	16.5		0.136	20.4		0.136	15.7		0.136	15.3		0.136	16.1		0.136	16.2
0.134	16.5		0.134	20.4		0.134	15.7		0.134	15.3		0.134	16.1		0.134	16.2
0.131	16.5		0.131	20.4		0.131	15.7		0.131	15.3		0.131	16.1		0.131	16.2
0.128	16.5		0.128	20.4		0.128	15.7		0.128	15.3		0.128	16.1		0.128	16.1
0.126	16.5		0.126	20.4		0.126	15.7		0.126	15.3		0.126	16.1		0.126	16.1
0.123	16.5		0.123	20.4		0.123	15.7		0.123	15.3		0.123	16.1		0.123	16.1
0.120	16.5		0.120	20.4		0.120	15.7		0.120	15.3		0.120	16.1		0.120	16.1
0.118	16.5		0.118	20.4		0.118	15.7		0.118	15.3		0.118	16.1		0.118	16.1
0.115	16.5		0.115	20.4		0.115	15.7		0.115	15.3		0.115	16.1		0.115	16.1
0.112	16.6		0.112	20.5		0.112	15.7		0.112	15.3		0.112	16.1		0.112	16.1
0.110	16.6		0.110	20.5		0.110	15.7		0.110	15.3		0.110	16.2		0.110	16.2
0.107	16.6		0.107	20.5		0.107	15.7		0.107	15.3		0.107	16.1		0.107	16.1
0.104	16.6		0.104	20.5		0.104	15.7		0.104	15.3		0.104	16.1		0.104	16.2
0.102	16.6		0.102	20.5		0.102	15.7		0.102	15.4		0.102	16.2		0.102	16.2
0.099	16.7		0.099	20.5		0.099	15.7		0.099	15.3		0.099	16.2		0.099	16.2
0.096	16.7		0.096	20.5		0.096	15.7		0.096	15.3		0.096	16.1		0.096	16.2
0.094	16.7		0.094	20.5		0.094	15.7		0.094	15.4		0.094	16.2		0.094	16.2
0.091	16.8		0.091	20.5		0.091	15.8		0.091	15.4		0.091	16.2		0.091	16.2
0.088	16.8		0.088	20.6		0.088	15.8		0.088	15.4		0.088	16.1		0.088	16.2
0.086	16.8		0.086	20.6		0.086	15.8		0.086	15.4		0.086	16.2		0.086	16.2
0.083	16.8		0.083	20.6		0.083	15.8		0.083	15.4		0.083	16.2		0.083	16.2
0.080	16.8		0.080	20.6		0.080	15.8		0.080	15.4		0.080	16.2		0.080	16.2
0.078	16.8		0.078	20.6		0.078	15.8		0.078	15.4		0.078	16.1		0.078	16.2
0.075	16.8		0.075	20.6		0.075	15.8		0.075	15.4		0.075	16.1		0.075	16.2
0.072	16.9		0.072	20.6		0.072	15.8		0.072	15.4		0.072	16.2		0.072	16.2
0.070	16.9		0.070	20.6		0.070	15.8		0.070	15.4		0.070	16.1		0.070	16.2
0.067	16.9		0.067	20.6		0.067	15.8		0.067	15.4		0.067	16.1		0.067	16.2
0.064	17.0		0.064	20.6		0.064	15.8		0.064	15.4		0.064	16.2		0.064	16.2
0.061	17.1		0.061	20.7		0.061	15.8		0.061	15.4		0.061	16.2		0.061	16.2
0.059	17.1		0.059	20.7		0.059	15.8		0.059	15.4		0.059	16.1		0.059	16.2
0.056	17.3		0.056	20.7		0.056	15.8		0.056	15.4		0.056	16.1		0.056	16.2
0.053	17.4		0.053	20.7		0.053	15.8		0.053	15.4		0.053	16.2		0.053	16.2
0.051	17.6		0.051	20.8		0.051	15.8		0.051	15.4		0.051	16.2		0.051	16.2
0.048	17.8		0.048	20.8		0.048	15.8		0.048	15.4		0.048	16.2		0.048	16.2
0.045	18.0		0.045	21.2		0.045	15.8		0.045	15.4		0.045	16.2		0.045	16.2
0.043	18.3		0.043	21.9		0.043	15.8		0.043	15.4		0.043	16.2		0.043	16.2
0.040	18.7		0.040	23.5		0.040	15.8		0.040	15.4		0.040	16.2		0.040	16.2
0.037	19.0		0.037	26.7		0.037	15.8		0.037	15.4		0.037	16.1		0.037	16.2
0.035	19.4		0.035	31.1		0.035	15.7		0.035	15.4		0.035	16.1		0.035	16.2
0.032	19.9		0.032	34.9		0.032	15.7		0.032	15.4		0.032	16.1		0.032	16.2
0.029	20.4		0.029	35.3		0.029	15.7		0.029	15.4		0.029	16.1		0.029	16.2
0.027	20.9		0.027	32.4		0.027	15.7		0.027	15.4		0.027	16.1		0.027	16.2
0.024	21.4		0.024	28.6		0.024	15.7		0.024	15.4		0.024	16.1		0.024	16.2
0.021	22.1		0.021	25.7		0.021	15.7		0.021	15.4		0.021	16.1		0.021	16.2
0.019	23.0		0.019	24.2		0.019	15.7		0.019	15.4		0.019	16.1		0.019	16.2
0.016	23.9		0.016	24.6		0.016	15.7		0.016	15.4		0.016	16.2		0.016	16.2
0.013	24.8		0.013	28.2		0.013	15.7		0.013	15.4		0.013	16.1		0.013	16.2
0.011	25.7		0.011	38.5		0.011	15.7		0.011	15.4		0.011	16.1		0.011	16.2
0.008	26.6		0.008	59.9		0.008	15.7		0.008	15.4		0.008	16.1		0.008	16.2
0.005	27.8		0.005	77.8		0.005	15.7		0.005	15.4		0.005	16.1		0.005	16.2
0.003	28.9		0.003	85.7		0.003	15.7		0.003	15.4		0.003	16.2		0.003	16.2
0.000	30.5		0.000	98.0		0.000	15.8		0.000	15.4		0.000	16.1		0.000	16.3
-0.003	31.2		-0.003	96.8		-0.003	15.8		-0.003	15.3		-0.003	16.1		-0.003	16.3
-0.005	32.0		-0.005	80.6		-0.005	15.7		-0.005	15.3		-0.005	16.1		-0.005	16.2
-0.008	32.8		-0.008	58.9		-0.008	15.7		-0.008	15.3		-0.008	16.1		-0.008	16.2
-0.011	33.6		-0.011	43.5		-0.011	15.7		-0.011	15.3		-0.011	16.1		-0.011	16.3
-0.013	34.4		-0.013	34.1		-0.013	15.7		-0.013	15.3		-0.013	16.1		-0.013	16.2
-0.016	35.0		-0.016	28.7		-0.016	15.7		-0.016	15.3		-0.016	16.1		-0.016	16.2
-0.019	35.7		-0.019	25.7		-0.019	15.7		-0.019	15.3		-0.019	16.1		-0.019	16.3
-0.021	36.1		-0.021	23.9		-0.021	15.7		-0.021	15.3		-0.021	16.1		-0.021	16.3
-0.024	36.5		-0.024	22.9		-0.024	15.7		-0.024	15.3		-0.024	16.1		-0.024	16.3
-0.027	37.0		-0.027	22.3		-0.027	15.7		-0.027	15.3		-0.027	16.1		-0.027	16.3
-0.029	37.8		-0.029	21.9		-0.029	15.7		-0.029	15.3		-0.029	16.1		-0.029	16.4
-0.032	38.4		-0.032	21.6		-0.032	15.7		-0.032	15.3		-0.032	16.1		-0.032	16.4
-0.035	38.8		-0.035	21.5		-0.035	15.7		-0.035	15.3		-0.035	16.1		-0.035	16.5
-0.037	39.2		-0.037	21.4		-0.037	15.8		-0.037	15.4		-0.037	16.2		-0.037	16.6
-0.040	39.3		-0.040	21.3		-0.040	15.8		-0.040	15.4		-0.040	16.2		-0.040	16.6
-0.043	39.4		-0.043	21.2		-0.043	15.7		-0.043	15.4		-0.043	16.2		-0.043	16.6
-0.045	39.6		-0.045	21.2		-0.045	15.7		-0.045	15.4		-0.045	16.2		-0.045	16.7
-0.048	39.6		-0.048	21.1		-0.048	15.7		-0.048	15.4		-0.048	16.2		-0.048	16.8
-0.051	39.6		-0.051	21.0		-0.051	15.8		-0.051	15.4		-0.051	16.2		-0.051	16.8
-0.053	39.7		-0.053	21.0		-0.053	15.8		-0.053	15.3		-0.053	16.1		-0.053	16.9
-0.056	39.7		-0.056	21.0		-0.056	15.8		-0.056	15.4		-0.056	16.2		-0.056	17.0
-0.059	39.6		-0.059	20.9		-0.059	15.8		-0.059	15.3		-0.059	16.2		-0.059	17.0
-0.061	39.7		-0.061	20.9		-0.061	15.7		-0.061	15.3		-0.061	16.2		-0.061	17.0
-0.064	39.8		-0.064	20.9		-0.064	15.7		-0.064	15.3		-0.064	16.2		-0.064	17.1
-0.067	39.9		-0.067	20.9		-0.067	15.7		-0.067	15.3		-0.067	16.2		-0.067	17.2
-0.070	39.9		-0.070	20.8		-0.070	15.7		-0.070	15.3		-0.070	16.1		-0.070	17.3
-0.072	39.8		-0.072	20.8		-0.072	15.7		-0.072	15.3		-0.072	16.1		-0.072	17.3
-0.075	39.6		-0.075	20.8		-0.075	15.7		-0.075	15.3		-0.075	16.1		-0.075	17.4
-0.078	39.5		-0.078	20.8		-0.078	15.7		-0.078	15.3		-0.078	16.1		-0.078	17.5
-0.080	39.7		-0.080	20.8		-0.080	15.7		-0.080	15.3		-0.080	16.1		-0.080	17.5
-0.083	39.7		-0.083	20.8		-0.083	15.7		-0.083	15.3		-0.083	16.1		-0.083	17.6
-0.086	38.9		-0.086	20.8		-0.086	15.7		-0.086	15.3		-0.086	16.1		-0.086	17.6
-0.088	38.1		-0.088	20.8		-0.088	15.7		-0.088	15.3		-0.088	16.2		-0.088	17.7
-0.091	37.5		-0.091	20.8		-0.091	15.7		-0.091	15.3		-0.091	16.1		-0.091	17.7
-0.094	37.6		-0.094	20.8		-0.094	15.7		-0.094	15.3		-0.094	16.1		-0.094	17.7
-0.096	37.8		-0.096	20.8		-0.096	15.7		-0.096	15.3		-0.096	16.2		-0.096	17.7
-0.099	37.6		-0.099	20.8		-0.099	15.7		-0.099	15.3		-0.099	16.2		-0.099	17.8
-0.102	37.2		-0.102	20.7		-0.102	15.7		-0.102	15.3		-0.102	16.2		-0.102	17.8
-0.104	36.6		-0.104	20.7		-0.104	15.7		-0.104	15.3		-0.104	16.1		-0.104	17.8
-0.107	35.5		-0.107	20.7		-0.107	15.7		-0.107	15.3		-0.107	16.1		-0.107	17.8
-0.110	33.9		-0.110	20.7		-0.110	15.7		-0.110	15.3		-0.110	16.1		-0.110	17.7
-0.112	32.8		-0.112	20.7		-0.112	15.7		-0.112	15.3		-0.112	16.1		-0.112	17.7
-0.115	32.5		-0.115	20.7		-0.115	15.7		-0.115	15.3		-0.115	16.1		-0.115	17.8
-0.118	32.0		-0.118	20.7		-0.118	15.7		-0.118	15.3		-0.118	16.1		-0.118	17.8
-0.120	31.2		-0.120	20.7		-0.120	15.7		-0.120	15.3		-0.120	16.1		-0.120	17.8
-0.123	30.0		-0.123	20.7		-0.123	15.7		-0.123	15.3		-0.123	16.1		-0.123	17.8
-0.126	28.9		-0.126	20.7		-0.126	15.7		-0.126	15.3		-0.126	16.2		-0.126	17.8
-0.128	27.8		-0.128	20.7		-0.128	15.7		-0.128	15.3		-0.128	16.1		-0.128	17.8
-0.131	27.2		-0.131	20.7		-0.131	15.7		-0.131	15.3		-0.131	16.1		-0.131	17.8
-0.134	26.4		-0.134	20.7		-0.134	15.8		-0.134	15.4		-0.134	16.2		-0.134	17.8
-0.136	25.4		-0.136	20.7		-0.136	15.7		-0.136	15.4		-0.136	16.2		-0.136	17.8
-0.139	24.6		-0.139	20.7		-0.139	15.7		-0.139	15.4		-0.139	16.2		-0.139	17.8
-0.142	23.7		-0.142	20.7		-0.142	15.7		-0.142	15.4		-0.142	16.2		-0.142	17.8
-0.144	23.0		-0.144	20.7		-0.144	15.7		-0.144	15.4		-0.144	16.2		-0.144	17.8
-0.147	22.3		-0.147	20.7		-0.147	15.8		-0.147	15.4		-0.147	16.2		-0.147	17.8
-0.150	21.7		-0.150	20.7		-0.150	15.8		-0.150	15.4		-0.150	16.2		-0.150	17.9
-0.152	21.2		-0.152	20.7		-0.152	15.8		-0.152	15.4		-0.152	16.2		-0.152	17.9
-0.155	20.6		-0.155	20.7		-0.155	15.7		-0.155	15.4		-0.155	16.2		-0.155	17.9
-0.158	20.2		-0.158	20.7		-0.158	15.7		-0.158	15.4		-0.158	16.2		-0.158	17.8
-0.160	19.8		-0.160	20.7		-0.160	15.8		-0.160	15.4		-0.160	16.2		-0.160	17.9
-0.163	19.6		-0.163	20.7		-0.163	15.8		-0.163	15.4		-0.163	16.2		-0.163	17.9
-0.166	19.3		-0.166	20.7		-0.166	15.8		-0.166	15.4		-0.166	16.2		-0.166	17.8
-0.168	19.1		-0.168	20.7		-0.168	15.8		-0.168	15.4		-0.168	16.2		-0.168	17.8
-0.171	18.9		-0.171	20.7		-0.171	15.8		-0.171	15.4		-0.171	16.2		-0.171	17.8
-0.174	18.8		-0.174	20.7		-0.174	15.8		-0.174	15.4		-0.174	16.2		-0.174	17.8
-0.176	18.6		-0.176	20.7		-0.176	15.8		-0.176	15.4		-0.176	16.2		-0.176	17.8
-0.179	18.5		-0.179	20.7		-0.179	15.8		-0.179	15.4		-0.179	16.2		-0.179	17.8
-0.182	18.5		-0.182	20.7		-0.182	15.8		-0.182	15.4		-0.182	16.2		-0.182	17.7
-0.184	18.3		-0.184	20.7		-0.184	15.8		-0.184	15.4		-0.184	16.2		-0.184	17.7
-0.187	18.2		-0.187	20.7		-0.187	15.8		-0.187	15.4		-0.187	16.2		-0.187	17.6
-0.190	18.2		-0.190	20.7		-0.190	15.8		-0.190	15.4		-0.190	16.2		-0.190	17.5
-0.193	18.1		-0.193	20.7		-0.193	15.8		-0.193	15.4		-0.193	16.2		-0.193	17.5
-0.195	18.1		-0.195	20.7		-0.195	15.8		-0.195	15.4		-0.195	16.2		-0.195	17.4
-0.198	17.9		-0.198	20.7		-0.198	15.8		-0.198	15.4		-0.198	16.2		-0.198	17.4
-0.201	17.8		-0.201	20.7		-0.201	15.8		-0.201	15.4		-0.201	16.2		-0.201	17.3
-0.203	17.7		-0.203	20.7		-0.203	15.8		-0.203	15.4		-0.203	16.2		-0.203	17.2
-0.206	17.6		-0.206	20.7		-0.206	15.8		-0.206	15.4		-0.206	16.2		-0.206	17.1
-0.209	17.6		-0.209	20.7		-0.209	15.8		-0.209	15.4		-0.209	16.2		-0.209	17.1
-0.211	17.5		-0.211	20.7		-0.211	15.8		-0.211	15.4		-0.211	16.2		-0.211	17.0
-0.214	17.4		-0.214	20.7		-0.214	15.8		-0.214	15.4		-0.214	16.2		-0.214	16.9
-0.217	17.3		-0.217	20.7		-0.217	15.8		-0.217	15.4		-0.217	16.2		-0.217	16.9
-0.219	17.3		-0.219	20.7		-0.219	15.8		-0.219	15.4		-0.219	16.2		-0.219	16.9
-0.222	17.3		-0.222	20.7		-0.222	15.8		-0.222	15.4		-0.222	16.2		-0.222	16.8
-0.225	17.2		-0.225	20.7		-0.225	15.8		-0.225	15.4		-0.225	16.2		-0.225	16.7
-0.227	17.1		-0.227	20.7		-0.227	15.8		-0.227	15.4		-0.227	16.2		-0.227	16.7
-0.230	17.1		-0.230	20.7		-0.230	15.8		-0.230	15.4		-0.230	16.2		-0.230	16.6
-0.233	17.0		-0.233	20.7		-0.233	15.8		-0.233	15.4		-0.233	16.2		-0.233	16.6
-0.235	16.9		-0.235	20.7		-0.235	15.8		-0.235	15.4		-0.235	16.2		-0.235	16.6
-0.238	16.9		-0.238	20.7		-0.238	15.8		-0.238	15.4		-0.238	16.2		-0.238	16.6
-0.241	16.9		-0.241	20.7		-0.241	15.8		-0.241	15.4		-0.241	16.2		-0.241	16.5
-0.243	16.9		-0.243	20.7		-0.243	15.8		-0.243	15.4		-0.243	16.2		-0.243	16.5
-0.246	16.9		-0.246	20.7		-0.246	15.8		-0.246	15.4		-0.246	16.2		-0.246	16.5
-0.249	16.8		-0.249	20.7		-0.249	15.8		-0.249	15.4		-0.249	16.2		-0.249	16.5
-0.251	16.8		-0.251	20.6		-0.251	15.8		-0.251	15.4		-0.251	16.2		-0.251	16.5
-0.254	16.8		-0.254	20.7		-0.254	15.8		-0.254	15.4		-0.254	16.2		-0.254	16.5
-0.257	16.8		-0.257	20.7		-0.257	15.8		-0.257	15.4		-0.257	16.2		-0.257	16.5
-0.259	16.8		-0.259	20.7		-0.259	15.8		-0.259	15.4		-0.259	16.2		-0.259	16.5
-0.262	16.7		-0.262	20.7		-0.262	15.8		-0.262	15.4		-0.262	16.2		-0.262	16.4
-0.265	16.7		-0.265	20.7		-0.265	15.8		-0.265	15.4		-0.265	16.2		-0.265	16.4
-0.267	16.7		-0.267	20.7		-0.267	15.8		-0.267	15.4		-0.267	16.2		-0.267	16.4
-0.270	16.7		-0.270	20.7		-0.270	15.8		-0.270	15.4		-0.270	16.2		-0.270	16.4
-0.273	16.7		-0.273	20.7		-0.273	15.8		-0.273	15.4		-0.273	16.2		-0.273	16.4
